2025-05-01|wVVFA5u6dnBL6xacyRss|Fremantle_US_PSI_Deal|475469.0|14389944.0|527275.0|3.3|90.2|3740911.0|{"date_key": "2025-05-01", "deal_id": "wVVFA5u6dnBL6xacyRss", "deal_name": "Fremantle_US_PSI_Deal", "imps": 475469, "real_demand_returned": 616188, "oppos": 14389944, "total_bids": 527275, "Loss_Totals": 261758, "fill_rate": 3.3, "Requests": 3740911, "render_rate": 90.2, "win_rate": 85.6, "candidates": 1187343}|2025-08-18 21:15:03.779828|616188.0|261758.0|85.6|1187343.0
2025-05-02|wVVFA5u6dnBL6xacyRss|Fremantle_US_PSI_Deal|426574.0|14339047.0|473173.0|3.0|90.2|3708506.0|{"date_key": "2025-05-02", "deal_id": "wVVFA5u6dnBL6xacyRss", "deal_name": "Fremantle_US_PSI_Deal", "imps": 426574, "real_demand_returned": 544201, "oppos": 14339047, "total_bids": 473173, "Loss_Totals": 221411, "fill_rate": 3.0, "Requests": 3708506, "render_rate": 90.2, "win_rate": 86.9, "candidates": 996706}|2025-08-18 21:15:03.782400|544201.0|221411.0|86.9|996706.0
2025-05-02|ZjsPK9GfNze567v5gGd8|WBD_PSI_Deal|4930631.0|9381312.0|5288588.0|52.6|93.2|1961611.0|{"date_key": "2025-05-02", "deal_id": "ZjsPK9GfNze567v5gGd8", "deal_name": "WBD_PSI_Deal", "imps": 4930631, "real_demand_returned": 12025347, "oppos": 9381312, "total_bids": 5288588, "Loss_Totals": 7847093, "fill_rate": 52.6, "Requests": 1961611, "render_rate": 93.2, "win_rate": 44.0, "candidates": 31287705}|2025-08-18 16:51:11.035646|12025347.0|7847093.0|44.0|31287705.0
2025-05-03|wVVFA5u6dnBL6xacyRss|Fremantle_US_PSI_Deal|331118.0|14375203.0|361715.0|2.3|91.5|3622660.0|{"date_key": "2025-05-03", "deal_id": "wVVFA5u6dnBL6xacyRss", "deal_name": "Fremantle_US_PSI_Deal", "imps": 331118, "real_demand_returned": 415372, "oppos": 14375203, "total_bids": 361715, "Loss_Totals": 168368, "fill_rate": 2.3, "Requests": 3622660, "render_rate": 91.5, "win_rate": 87.1, "candidates": 802406}|2025-08-18 21:15:03.782633|415372.0|168368.0|87.1|802406.0
2025-05-03|ZjsPK9GfNze567v5gGd8|WBD_PSI_Deal|6066426.0|11424662.0|6558061.0|53.1|92.5|2319304.0|{"date_key": "2025-05-03", "deal_id": "ZjsPK9GfNze567v5gGd8", "deal_name": "WBD_PSI_Deal", "imps": 6066426, "real_demand_returned": 15391548, "oppos": 11424662, "total_bids": 6558061, "Loss_Totals": 10225562, "fill_rate": 53.1, "Requests": 2319304, "render_rate": 92.5, "win_rate": 42.6, "candidates": 41374884}|2025-08-18 16:51:11.041256|15391548.0|10225562.0|42.6|41374884.0
2025-05-04|wVVFA5u6dnBL6xacyRss|Fremantle_US_PSI_Deal|322673.0|13625805.0|352746.0|2.4|91.5|3409588.0|{"date_key": "2025-05-04", "deal_id": "wVVFA5u6dnBL6xacyRss", "deal_name": "Fremantle_US_PSI_Deal", "imps": 322673, "real_demand_returned": 403387, "oppos": 13625805, "total_bids": 352746, "Loss_Totals": 157479, "fill_rate": 2.4, "Requests": 3409588, "render_rate": 91.5, "win_rate": 87.4, "candidates": 754772}|2025-08-18 21:15:03.782655|403387.0|157479.0|87.4|754772.0
2025-05-04|ZjsPK9GfNze567v5gGd8|WBD_PSI_Deal|5518450.0|11198633.0|5978558.0|49.3|92.3|2331006.0|{"date_key": "2025-05-04", "deal_id": "ZjsPK9GfNze567v5gGd8", "deal_name": "WBD_PSI_Deal", "imps": 5518450, "real_demand_returned": 14561708, "oppos": 11198633, "total_bids": 5978558, "Loss_Totals": 9793718, "fill_rate": 49.3, "Requests": 2331006, "render_rate": 92.3, "win_rate": 41.1, "candidates": 37145382}|2025-08-18 16:51:11.041283|14561708.0|9793718.0|41.1|37145382.0
2025-05-05|wVVFA5u6dnBL6xacyRss|Fremantle_US_PSI_Deal|397870.0|13724014.0|434640.0|2.9|91.5|3536007.0|{"date_key": "2025-05-05", "deal_id": "wVVFA5u6dnBL6xacyRss", "deal_name": "Fremantle_US_PSI_Deal", "imps": 397870, "real_demand_returned": 504100, "oppos": 13724014, "total_bids": 434640, "Loss_Totals": 213553, "fill_rate": 2.9, "Requests": 3536007, "render_rate": 91.5, "win_rate": 86.2, "candidates": 986605}|2025-08-18 21:15:03.782667|504100.0|213553.0|86.2|986605.0
2025-05-06|wVVFA5u6dnBL6xacyRss|Fremantle_US_PSI_Deal|388623.0|14744839.0|419686.0|2.6|92.6|3803554.0|{"date_key": "2025-05-06", "deal_id": "wVVFA5u6dnBL6xacyRss", "deal_name": "Fremantle_US_PSI_Deal", "imps": 388623, "real_demand_returned": 471525, "oppos": 14744839, "total_bids": 419686, "Loss_Totals": 166416, "fill_rate": 2.6, "Requests": 3803554, "render_rate": 92.6, "win_rate": 89.0, "candidates": 828540}|2025-08-18 21:15:03.782676|471525.0|166416.0|89.0|828540.0
2025-05-07|wVVFA5u6dnBL6xacyRss|Fremantle_US_PSI_Deal|339829.0|15237572.0|371605.0|2.2|91.4|3878854.0|{"date_key": "2025-05-07", "deal_id": "wVVFA5u6dnBL6xacyRss", "deal_name": "Fremantle_US_PSI_Deal", "imps": 339829, "real_demand_returned": 459448, "oppos": 15237572, "total_bids": 371605, "Loss_Totals": 212360, "fill_rate": 2.2, "Requests": 3878854, "render_rate": 91.4, "win_rate": 80.9, "candidates": 905337}|2025-08-18 21:15:03.782686|459448.0|212360.0|80.9|905337.0
2025-05-08|wVVFA5u6dnBL6xacyRss|Fremantle_US_PSI_Deal|372935.0|14730320.0|408519.0|2.5|91.3|3809123.0|{"date_key": "2025-05-08", "deal_id": "wVVFA5u6dnBL6xacyRss", "deal_name": "Fremantle_US_PSI_Deal", "imps": 372935, "real_demand_returned": 589078, "oppos": 14730320, "total_bids": 408519, "Loss_Totals": 314190, "fill_rate": 2.5, "Requests": 3809123, "render_rate": 91.3, "win_rate": 69.3, "candidates": 1142485}|2025-08-18 21:15:03.783050|589078.0|314190.0|69.3|1142485.0
